type,word,pinyin,cixing,sort,levelName
1,哺乳,bǔrǔ,动,5714,七-九级
1,捕食,bǔshí,动,5715,七-九级
1,哺育,bǔyù,动,5716,七-九级
1,补助,bǔzhù,动、名,5717,七-九级
1,捕捉,bǔzhuō,动,5718,七-九级
1,不经意,bù jīngyì,,5719,七-九级
1,不予,bù yǔ,,5720,七-九级
1,不准,bù zhǔn,,5721,七-九级
1,不耻下问,bùchǐ-xiàwèn,,5722,七-九级
1,不辞而别,bùcí’érbié,,5723,七-九级
1,不得而知,bùdé’érzhī,,5724,七-九级
1,不得已,bùdéyǐ,形,5725,七-九级
1,不乏,bùfá,动,5726,七-九级
1,步伐,bùfá,名,5727,七-九级
1,不法,bùfǎ,形,5728,七-九级
1,不妨,bùfáng,副,5729,七-九级
1,不服,bùfú,动,5730,七-九级
1,不敢当,bùgǎndāng,动,5731,七-九级
1,不及,bùjí,动,5732,七-九级
1,部件,bùjiàn,名,5733,七-九级
1,不假思索,bùjiǎ-sīsuǒ,,5734,七-九级
1,不解,bùjiě,动,5735,七-九级
1,不景气,bùjǐngqì,形,5736,七-九级
1,布局,bùjú,动、名,5737,七-九级
1,不堪,bùkān,动、形,5738,七-九级
1,不可或缺,bùkě-huòquē,,5739,七-九级
1,不可思议,bùkě-sīyì,,5740,七-九级
1,不了了之,bùliǎo-liǎozhī,,5741,七-九级
1,不免,bùmiǎn,副,5742,七-九级
1,不平,bùpíng,形,5743,七-九级
1,不容,bùróng,动,5744,七-九级
1,步入,bùrù,动,5745,七-九级
1,部首,bùshǒu,名,5746,七-九级
1,部署,bùshǔ,动,5747,七-九级
1,不惜,bùxī,动,5748,七-九级
1,不相上下,bùxiāng-shàngxià,,5749,七-九级
1,不言而喻,bùyán’éryù,,5750,七-九级
1,不以为然,bùyǐwéirán,,5751,七-九级
1,不由得,bùyóude,动、副,5752,七-九级
1,不由自主,bùyóuzìzhǔ,,5753,七-九级
1,不约而同,bùyuē’értóng,,5754,七-九级
1,不折不扣,bùzhé-búkòu,,5755,七-九级
1,不知不觉,bùzhī-bùjué,,5756,七-九级
1,不知所措,bùzhī-suǒcuò,,5757,七-九级
1,猜想,cāixiǎng,动,5758,七-九级
1,裁,cái,动,5759,七-九级
1,裁定,cáidìng,动,5760,七-九级
1,裁缝,cáifeng,名,5761,七-九级
1,才干,cáigàn,名,5762,七-九级
1,财经,cáijīng,名,5763,七-九级
1,裁决,cáijué,动,5764,七-九级
1,财力,cáilì,名,5765,七-九级
1,裁员,cáiyuán,动,5766,七-九级
1,财政,cáizhèng,名,5767,七-九级
1,采,cǎi,动,5768,七-九级
1,采矿,cǎikuàng,动,5769,七-九级
1,采摘,cǎizhāi,动,5770,七-九级
1,菜肴,càiyáo,名,5771,七-九级
1,参见,cānjiàn,动,5772,七-九级
1,参谋,cānmóu,名、动,5773,七-九级
1,参照,cānzhào,动,5774,七-九级
1,残,cán,动,5775,七-九级
1,残酷,cánkù,形,5776,七-九级
1,惭愧,cánkuì,形,5777,七-九级
1,残留,cánliú,动,5778,七-九级
1,残缺,cánquē,动,5779,七-九级
1,残忍,cánrěn,形,5780,七-九级
1,惨,cǎn,形,5781,七-九级
1,惨白,cǎnbái,形,5782,七-九级
1,惨痛,cǎntòng,形,5783,七-九级
1,惨重,cǎnzhòng,形,5784,七-九级
1,灿烂,cànlàn,形,5785,七-九级
1,舱,cāng,名,5786,七-九级
1,苍白,cāngbái,形,5787,七-九级
1,仓促,cāngcù,形,5788,七-九级
1,沧桑,cāngsāng,名,5789,七-九级
1,苍蝇,cāngying,名,5790,七-九级
1,藏匿,cángnì,动,5791,七-九级
1,藏品,cángpǐn,名,5792,七-九级
1,藏身,cángshēn,动,5793,七-九级
1,操控,cāokòng,动,5794,七-九级
1,操劳,cāoláo,动,5795,七-九级
1,操练,cāoliàn,动,5796,七-九级
1,操心,cāoxīn,动,5797,七-九级
1,操纵,cāozòng,动,5798,七-九级
1,嘈杂,cáozá,形,5799,七-九级
1,草案,cǎo’àn,名,5800,七-九级
1,草丛,cǎocóng,名,5801,七-九级
1,草坪,cǎopíng,名,5802,七-九级
1,草率,cǎoshuài,形,5803,七-九级
1,草药,cǎoyào,名,5804,七-九级
1,测定,cèdìng,动,5805,七-九级
1,侧面,cèmiàn,名,5806,七-九级
1,测算,cèsuàn,动,5807,七-九级
1,测验,cèyàn,动、名,5808,七-九级
1,侧重,cèzhòng,动,5809,七-九级
1,层出不穷,céngchū-bùqióng,,5810,七-九级
1,蹭,cèng,动,5811,七-九级
1,差错,chācuò,名,5812,七-九级
1,差额,chā’é,名、形,5813,七-九级
1,插曲,chāqǔ,名,5814,七-九级
1,插手,chāshǒu,动,5815,七-九级
1,插图,chātú,名,5816,七-九级
1,插嘴,chāzuǐ,动,5817,七-九级
1,查处,cháchǔ,动,5818,七-九级
1,查获,cháhuò,动,5819,七-九级
1,察觉,chájué,动,5820,七-九级
1,察看,chákàn,动,5821,七-九级
1,查明,chámíng,动,5822,七-九级
1,岔,chà,名、动,5823,七-九级
1,刹那,chànà,名,5824,七-九级
1,诧异,chàyì,形,5825,七-九级
1,拆迁,chāiqiān,动,5826,七-九级
1,柴油,cháiyóu,名,5827,七-九级
1,掺,chān,动,5828,七-九级
1,搀,chān,动,5829,七-九级
1,馋,chán,形、动,5830,七-九级
1,缠,chán,动,5831,七-九级
1,缠绕,chánrào,动,5832,七-九级
1,铲,chǎn,名、动,5833,七-九级
1,产权,chǎnquán,名,5834,七-九级
1,阐释,chǎnshì,动,5835,七-九级
1,阐述,chǎnshù,动,5836,七-九级
1,产物,chǎnwù,名,5837,七-九级
1,产业链,chǎnyèliàn,名,5838,七-九级
1,产值,chǎnzhí,名,5839,七-九级
1,颤抖,chàndǒu,动,5840,七-九级
1,猖狂,chāngkuáng,形,5841,七-九级
1,昌盛,chāngshèng,形,5842,七-九级
1,偿还,chánghuán,动,5843,七-九级
1,常理,chánglǐ,名,5844,七-九级
1,长期以来,chángqī yǐlái,,5845,七-九级
1,常人,chángrén,名,5846,七-九级
1,常态,chángtài,名,5847,七-九级
1,长效,chángxiào,名、形,5848,七-九级
1,长征,chángzhēng,动、名,5849,七-九级
1,长足,chángzú,形,5850,七-九级
1,敞开,chǎngkāi,动、副,5851,七-九级
1,倡导,chàngdǎo,动,5852,七-九级
1,唱片,chàngpiàn,名,5853,七-九级
1,畅谈,chàngtán,动,5854,七-九级
1,倡议,chàngyì,动、名,5855,七-九级
1,超标,chāobiāo,动,5856,七-九级
1,钞票,chāopiào,名,5857,七-九级
1,超前,chāoqián,形、动,5858,七-九级
1,抄袭,chāoxí,动,5859,七-九级
1,潮,cháo,名、形,5860,七-九级
1,嘲弄,cháonòng,动,5861,七-九级
1,潮水,cháoshuǐ,名,5862,七-九级
1,巢穴,cháoxué,名,5863,七-九级
1,炒作,chǎozuò,动,5864,七-九级
1,车间,chējiān,名,5865,七-九级
1,扯,chě,动,5866,七-九级
1,撤,chè,动,5867,七-九级
1,撤离,chèlí,动,5868,七-九级
1,撤退,chètuì,动,5869,七-九级
1,彻夜,chèyè,副,5870,七-九级
1,沉淀,chéndiàn,动、名,5871,七-九级
1,沉甸甸,chéndiàndiàn,形,5872,七-九级
1,沉浸,chénjìn,动,5873,七-九级
1,陈旧,chénjiù,形,5874,七-九级
1,陈列,chénliè,动,5875,七-九级
1,沉闷,chénmèn,形,5876,七-九级
1,沉迷,chénmí,动,5877,七-九级
1,陈述,chénshù,动,5878,七-九级
1,沉睡,chénshuì,动,5879,七-九级
1,沉思,chénsī,动,5880,七-九级
1,沉稳,chénwěn,形,5881,七-九级
1,沉着,chénzhuó,形,5882,七-九级
1,趁机,chènjī,副,5883,七-九级
1,衬托,chèntuō,动,5884,七-九级
1,称心如意,chènxīn-rúyì,,5885,七-九级
1,趁早,chènzǎo,副,5886,七-九级
1,呈,chéng,动,5887,七-九级
1,承包,chéngbāo,动,5888,七-九级
1,成才,chéngcái,动,5889,七-九级
1,成家,chéngjiā,动,5890,七-九级
1,成家立业,chéngjiā-lìyè,,5891,七-九级
1,承接,chéngjiē,动,5892,七-九级
1,诚恳,chéngkěn,形,5893,七-九级
1,成年2,chéngnián,副,5894,七-九级
1,成品,chéngpǐn,名,5895,七-九级
1,城墙,chéngqiáng,名,5896,七-九级
1,澄清,chéngqīng,形、动,5897,七-九级
1,成全,chéngquán,动,5898,七-九级
1,成群结队,chéngqún-jiéduì,,5899,七-九级
1,成天,chéngtiān,副,5900,七-九级
1,成心,chéngxīn,副,5901,七-九级
1,成型,chéngxíng,动,5902,七-九级
1,诚意,chéngyì,名,5903,七-九级
1,承载,chéngzài,动,5904,七-九级
1,诚挚,chéngzhì,形,5905,七-九级
1,逞强,chěngqiáng,动,5906,七-九级
1,秤,chèng,名,5907,七-九级
1,痴呆,chīdāi,形,5908,七-九级
1,吃喝玩乐,chī-hē-wán-lè,,5909,七-九级
1,吃苦,chīkǔ,动,5910,七-九级
1,吃亏,chīkuī,动,5911,七-九级
1,吃力,chīlì,形,5912,七-九级
1,痴迷,chīmí,动,5913,七-九级
1,痴心,chīxīn,名、形,5914,七-九级
1,持,chí,动,5915,七-九级
1,迟迟,chíchí,副,5916,七-九级
1,迟钝,chídùn,形,5917,七-九级
1,迟缓,chíhuǎn,形,5918,七-九级
1,驰名,chímíng,动,5919,七-九级
1,持平,chípíng,动,5920,七-九级
1,池塘,chítáng,名,5921,七-九级
1,迟疑,chíyí,形,5922,七-九级
1,迟早,chízǎo,副,5923,七-九级
1,持之以恒,chízhī-yǐhéng,,5924,七-九级
1,尺度,chǐdù,名,5925,七-九级
1,耻辱,chǐrǔ,名,5926,七-九级
1,耻笑,chǐxiào,动,5927,七-九级
1,赤道,chìdào,名,5928,七-九级
1,赤字,chìzì,名,5929,七-九级
1,充,chōng,动,5930,七-九级
1,充斥,chōngchì,动,5931,七-九级
1,冲刺,chōngcì,动,5932,七-九级
1,充当,chōngdāng,动,5933,七-九级
1,憧憬,chōngjǐng,动,5934,七-九级
1,冲浪,chōnglàng,动,5935,七-九级
1,充沛,chōngpèi,形,5936,七-九级
1,冲洗,chōngxǐ,动,5937,七-九级
1,充裕,chōngyù,形,5938,七-九级
1,冲撞,chōngzhuàng,动,5939,七-九级
1,重重,chóngchóng,形,5940,七-九级
1,重叠,chóngdié,动、名,5941,七-九级
1,重返,chóngfǎn,动,5942,七-九级
1,崇高,chónggāo,形,5943,七-九级
1,重合,chónghé,动,5944,七-九级
1,崇敬,chóngjìng,动,5945,七-九级
1,崇尚,chóngshàng,动,5946,七-九级
1,重申,chóngshēn,动,5947,七-九级
1,重现,chóngxiàn,动,5948,七-九级
1,重组,chóngzǔ,动,5949,七-九级
1,宠,chǒng,动,5950,七-九级
1,宠爱,chǒng’ài,动,5951,七-九级
1,抽查,chōuchá,动,5952,七-九级
1,抽签,chōuqiān,动,5953,七-九级
1,抽屉,chōuti,名,5954,七-九级
1,抽样,chōuyàng,动,5955,七-九级
1,仇,chóu,名,5956,七-九级
1,稠,chóu,形,5957,七-九级
1,筹,chóu,动,5958,七-九级
1,筹办,chóubàn,动,5959,七-九级
1,筹措,chóucuò,动,5960,七-九级
1,仇恨,chóuhèn,动、名,5961,七-九级
1,筹划,chóuhuà,动,5962,七-九级
1,筹集,chóují,动,5963,七-九级
1,筹码,chóumǎ,名,5964,七-九级
1,愁眉苦脸,chóuméi-kǔliǎn,,5965,七-九级
1,稠密,chóumì,形,5966,七-九级
1,仇人,chóurén,名,5967,七-九级
1,瞅,chǒu,动,5968,七-九级
1,丑恶,chǒu’è,形,5969,七-九级
1,丑陋,chǒulòu,形,5970,七-九级
1,丑闻,chǒuwén,名,5971,七-九级
1,出厂,chūchǎng,动,5972,七-九级
1,出丑,chūchǒu,动,5973,七-九级
1,出动,chūdòng,动,5974,七-九级
1,出发点,chūfādiǎn,名,5975,七-九级
1,出访,chūfǎng,动,5976,七-九级
1,出局,chūjú,动,5977,七-九级
1,出具,chūjù,动,5978,七-九级
1,出口成章,chūkǒu-chéngzhāng,,5979,七-九级
1,出路,chūlù,名,5980,七-九级
1,出卖,chūmài,动,5981,七-九级
1,出面,chūmiàn,动,5982,七-九级
1,出任,chūrèn,动,5983,七-九级
1,出人意料,chūrényìliào,,5984,七-九级
1,出神,chūshén,动,5985,七-九级
1,出身,chūshēn,动、名,5986,七-九级
1,出手,chūshǒu,动、名,5987,七-九级
1,出台,chūtái,动,5988,七-九级
1,出头,chūtóu,动,5989,七-九级
1,出土,chūtǔ,动,5990,七-九级
1,出息,chūxi,名,5991,七-九级
1,出征,chūzhēng,动,5992,七-九级
1,出众,chūzhòng,形,5993,七-九级
1,初衷,chūzhōng,名,5994,七-九级
1,出资,chūzī,动,5995,七-九级
1,出走,chūzǒu,动,5996,七-九级
1,锄,chú,名、动,5997,七-九级
1,橱窗,chúchuāng,名,5998,七-九级
1,除去,chúqù,动、介,5999,七-九级
1,除外,chúwài,动,6000,七-九级
1,储备,chǔbèi,动、名,6001,七-九级
1,处方,chǔfāng,动、名,6002,七-九级
1,处分,chǔfèn,动、名,6003,七-九级
1,处境,chǔjìng,名,6004,七-九级
1,储量,chǔliàng,名,6005,七-九级
1,处事,chǔshì,动,6006,七-九级
1,处置,chǔzhì,动,6007,七-九级
1,触动,chùdòng,动,6008,七-九级
1,触犯,chùfàn,动,6009,七-九级
1,触觉,chùjué,名,6010,七-九级
1,矗立,chùlì,动,6011,七-九级
1,触摸,chùmō,动,6012,七-九级
1,触目惊心,chùmù-jīngxīn,,6013,七-九级
1,揣,chuāi,动,6014,七-九级
1,揣测,chuǎicè,动,6015,七-九级
1,揣摩,chuǎimó,动,6016,七-九级
1,踹,chuài,动,6017,七-九级
1,川流不息,chuānliú-bùxī,,6018,七-九级
1,穿梭,chuānsuō,动,6019,七-九级
1,穿越,chuānyuè,动,6020,七-九级
1,穿着,chuānzhuó,名,6021,七-九级
1,船舶,chuánbó,名,6022,七-九级
1,传单,chuándān,名,6023,七-九级
1,传媒,chuánméi,名,6024,七-九级
1,传奇,chuánqí,名,6025,七-九级
1,传人,chuánrén,动、名,6026,七-九级
1,传闻,chuánwén,动、名,6027,七-九级
1,传言,chuányán,名、动,6028,七-九级
1,喘,chuǎn,动,6029,七-九级
1,喘息,chuǎnxī,动,6030,七-九级
1,串门,chuànmén,动,6031,七-九级
1,窗帘,chuānglián,名,6032,七-九级
1,创伤,chuāngshāng,名,6033,七-九级
1,床位,chuángwèi,名,6034,七-九级
1,创,chuàng,动,6035,七-九级
1,创始人,chuàngshǐrén,名,6036,七-九级
1,吹牛,chuīniú,动,6037,七-九级
1,吹捧,chuīpěng,动,6038,七-九级
1,炊烟,chuīyān,名,6039,七-九级
1,垂,chuí,动,6040,七-九级
1,捶,chuí,动,6041,七-九级
1,锤,chuí,名、动,6042,七-九级
1,垂头丧气,chuítóu-sàngqì,,6043,七-九级
1,纯粹,chúncuì,形、副,6044,七-九级
1,醇厚,chúnhòu,形,6045,七-九级
1,纯洁,chúnjié,形、动,6046,七-九级
1,纯朴,chúnpǔ,形,6047,七-九级
1,淳朴,chúnpǔ,形,6048,七-九级
1,蠢,chǔn,形,6049,七-九级
1,戳,chuō,动、名,6050,七-九级
1,绰号,chuòhào,名,6051,七-九级
1,辞,cí,动,6052,七-九级
1,辞呈,cíchéng,名,6053,七-九级
1,磁带,cídài,名,6054,七-九级
1,辞典,cídiǎn,名,6055,七-九级
1,慈善,císhàn,形,6056,七-九级
1,磁铁,cítiě,名,6057,七-九级
1,辞退,cítuì,动,6058,七-九级
1,慈祥,cíxiáng,形,6059,七-九级
1,雌性,cíxìng,名,6060,七-九级
1,此起彼伏,cǐqǐ-bǐfú,,6061,七-九级
1,此致,cǐzhì,动,6062,七-九级
1,赐,cì,动,6063,七-九级
1,刺耳,cì’ěr,形,6064,七-九级
1,刺骨,cìgǔ,动,6065,七-九级
1,伺候,cìhou,动,6066,七-九级
1,赐教,cìjiào,动,6067,七-九级
1,次品,cìpǐn,名,6068,七-九级
1,次日,cìrì,名,6069,七-九级
1,刺绣,cìxiù,动、名,6070,七-九级
1,次序,cìxù,名,6071,七-九级
1,刺眼,cìyǎn,形,6072,七-九级
1,次要,cìyào,形,6073,七-九级
1,葱,cōng,名,6074,七-九级
1,丛,cóng,量,6075,七-九级
1,丛林,cónglín,名,6076,七-九级
1,从容,cóngróng,形,6077,七-九级
1,从容不迫,cóngróng-búpò,,6078,七-九级
1,从头,cóngtóu,副,6079,七-九级
1,凑,còu,动,6080,七-九级
1,凑合,còuhe,动,6081,七-九级
1,凑巧,còuqiǎo,形,6082,七-九级
1,粗暴,cūbào,形,6083,七-九级
1,粗糙,cūcāo,形,6084,七-九级
1,粗鲁,cūlǔ,形,6085,七-九级
1,粗略,cūlüè,形,6086,七-九级
1,粗心大意,cūxīn-dàyì,,6087,七-九级
1,促成,cùchéng,动,6088,七-九级
1,簇拥,cùyōng,动,6089,七-九级
1,窜,cuàn,动,6090,七-九级
1,摧残,cuīcán,动,6091,七-九级
1,催促,cuīcù,动,6092,七-九级
1,摧毁,cuīhuǐ,动,6093,七-九级
1,催眠,cuīmián,动,6094,七-九级
1,璀璨,cuǐcàn,形,6095,七-九级
1,翠绿,cuìlǜ,形,6096,七-九级
1,存活,cúnhuó,动,6097,七-九级
1,存货,cúnhuò,动、名,6098,七-九级
1,存心,cúnxīn,动、副,6099,七-九级
1,存折,cúnzhé,名,6100,七-九级
1,搓,cuō,动,6101,七-九级
1,磋商,cuōshāng,动,6102,七-九级
1,挫败,cuòbài,动,6103,七-九级
1,错别字,cuòbiézì,名,6104,七-九级
1,错觉,cuòjué,名,6105,七-九级
1,措手不及,cuòshǒu-bùjí,,6106,七-九级
1,错位,cuòwèi,动,6107,七-九级
1,错综复杂,cuòzōng-fùzá,,6108,七-九级
1,搭乘,dāchéng,动,6109,七-九级
1,搭档,dādàng,动、名,6110,七-九级
1,搭建,dājiàn,动,6111,七-九级
1,答辩,dábiàn,动,6112,七-九级
1,达标,dábiāo,动,6113,七-九级
1,打2,dǎ,介,6114,七-九级
1,打喷嚏,dǎ pēntì,,6115,七-九级
1,打下手,dǎ xiàshǒu,,6116,七-九级
1,打岔,dǎchà,动,6117,七-九级
1,打倒,dǎdǎo,动,6118,七-九级
1,打赌,dǎdǔ,动,6119,七-九级
1,打盹儿,dǎdǔnr,动,6120,七-九级
1,打发,dǎfa,动,6121,七-九级
1,打搅,dǎjiǎo,动,6122,七-九级
1,打捞,dǎlāo,动,6123,七-九级
1,打量,dǎliang,动,6124,七-九级
1,打猎,dǎliè,动,6125,七-九级
1,打磨,dǎmó,动,6126,七-九级
1,打消,dǎxiāo,动,6127,七-九级
1,大不了,dàbuliǎo,形、副,6128,七-九级
1,大大咧咧,dàdaliēliē,形,6129,七-九级
1,大纲,dàgāng,名,6130,七-九级
1,大公无私,dàgōng-wúsī,,6131,七-九级
1,大街小巷,dàjiē-xiǎoxiàng,,6132,七-九级
1,大惊小怪,dàjīng-xiǎoguài,,6133,七-九级
1,大局,dàjú,名,6134,七-九级
1,大陆,dàlù,名,6135,七-九级
1,大名鼎鼎,dàmíng-dǐngdǐng,,6136,七-九级
1,大片,dàpiàn,名,6137,七-九级
1,大气,dàqì,名、形,6138,七-九级
1,大数据,dàshùjù,名,6139,七-九级
1,大肆,dàsì,副,6140,七-九级
1,大体,dàtǐ,名、副,6141,七-九级
1,大同小异,dàtóng-xiǎoyì,,6142,七-九级
1,大为,dàwéi,副,6143,七-九级
1,大雁,dàyàn,名,6144,七-九级
1,大意,dàyi,形,6145,七-九级
1,大意,dàyì,名,6146,七-九级
1,大有可为,dàyǒu-kěwéi,,6147,七-九级
1,大宗,dàzōng,形、名,6148,七-九级
1,逮,dǎi,动,6149,七-九级
1,歹徒,dǎitú,名,6150,七-九级
1,逮捕,dàibǔ,动,6151,七-九级
1,带队,dàiduì,动,6152,七-九级
1,怠工,dàigōng,动,6153,七-九级
1,代号,dàihào,名,6154,七-九级
1,代理人,dàilǐrén,名,6155,七-九级
1,带路,dàilù,动,6156,七-九级
1,怠慢,dàimàn,动,6157,七-九级
1,带头,dàitóu,动,6158,七-九级
1,代言,dàiyán,动,6159,七-九级
1,担,dān,动,6160,七-九级
1,担保,dānbǎo,动,6161,七-九级
1,单边,dānbiān,形,6162,七-九级
1,单薄,dānbó,形,6163,七-九级
1,担当,dāndāng,动,6164,七-九级
1,单方面,dānfāngmiàn,名,6165,七-九级
1,担负,dānfù,动,6166,七-九级
1,耽搁,dānge,动,6167,七-九级
1,单价,dānjià,名,6168,七-九级
1,单身,dānshēn,动、名、副,6169,七-九级
1,胆量,dǎnliàng,名,6170,七-九级
1,胆怯,dǎnqiè,形,6171,七-九级
1,胆小鬼,dǎnxiǎoguǐ,名,6172,七-九级
1,担,dàn,名、量,6173,七-九级
1,诞辰,dànchén,名,6174,七-九级
1,淡化,dànhuà,动,6175,七-九级
1,淡季,dànjì,名,6176,七-九级
1,淡水,dànshuǐ,名,6177,七-九级
1,但愿,dànyuàn,动,6178,七-九级
1,担子,dànzi,名,6179,七-九级
1,当即,dāngjí,副,6180,七-九级
1,当机立断,dāngjī-lìduàn,,6181,七-九级
1,当日,dāngrì,名,6182,七-九级
1,当事人,dāngshìrén,名,6183,七-九级
1,当务之急,dāngwùzhījí,,6184,七-九级
1,当心,dāngxīn,动,6185,七-九级
1,当之无愧,dāngzhīwúkuì,,6186,七-九级
1,当众,dāngzhòng,副,6187,七-九级
1,党,dǎng,名,6188,七-九级
1,档次,dàngcì,名,6189,七-九级
1,当晚,dàngwǎn,名,6190,七-九级
1,荡漾,dàngyàng,动,6191,七-九级
1,当真,dàngzhēn,动、副,6192,七-九级
1,导弹,dǎodàn,名,6193,七-九级
1,导航,dǎoháng,动,6194,七-九级
1,导火索,dǎohuǒsuǒ,名,6195,七-九级
1,捣乱,dǎoluàn,动,6196,七-九级
1,倒霉,dǎoméi,形,6197,七-九级
1,倒塌,dǎotā,动,6198,七-九级
1,导向,dǎoxiàng,动、名,6199,七-九级
1,岛屿,dǎoyǔ,名,6200,七-九级
1,盗,dào,动,6201,七-九级
1,盗版,dàobǎn,动、名,6202,七-九级
1,道别,dàobié,动,6203,七-九级
1,稻草,dàocǎo,名,6204,七-九级
1,倒计时,dàojìshí,动,6205,七-九级
1,道具,dàojù,名,6206,七-九级
1,悼念,dàoniàn,动,6207,七-九级
1,盗窃,dàoqiè,动,6208,七-九级
1,倒数,dàoshǔ,动,6209,七-九级
1,到头来,dàotóulái,副,6210,七-九级
1,倒退,dàotuì,动,6211,七-九级
1,到位,dàowèi,动、形,6212,七-九级
1,得不偿失,débùchángshī,,6213,七-九级
1,德才兼备,décái-jiānbèi,,6214,七-九级
1,得当,dédàng,形,6215,七-九级
1,得力,délì,形,6216,七-九级
1,得失,déshī,名,6217,七-九级
1,得手,déshǒu,形,6218,七-九级
1,得体,détǐ,形,6219,七-九级
1,得天独厚,détiāndúhòu,,6220,七-九级
1,得心应手,déxīn-yìngshǒu,,6221,七-九级
1,得益,déyì,动,6222,七-九级
1,得意扬扬,déyì-yángyáng,,6223,七-九级
1,得罪,dézuì,动,6224,七-九级
1,蹬,dēng,动,6225,七-九级
1,登场,dēngchǎng,动,6226,七-九级
1,登顶,dēngdǐng,动,6227,七-九级
1,登陆,dēnglù,动,6228,七-九级
1,灯泡,dēngpào,名,6229,七-九级
1,瞪,dèng,动,6230,七-九级
1,凳子,dèngzi,名,6231,七-九级
1,堤,dī,名,6232,七-九级
1,堤坝,dībà,名,6233,七-九级
1,低调,dīdiào,名、形,6234,七-九级
1,提防,dīfang,动,6235,七-九级
1,低谷,dīgǔ,名,6236,七-九级
1,低估,dīgū,动,6237,七-九级
1,低落,dīluò,形,6238,七-九级
1,低迷,dīmí,形,6239,七-九级
1,低下,dīxià,形,6240,七-九级
1,嘀咕,dígu,动,6241,七-九级
1,敌视,díshì,动,6242,七-九级
1,笛子,dízi,名,6243,七-九级
1,抵,dǐ,动,6244,七-九级
1,底层,dǐcéng,名,6245,七-九级
1,抵触,dǐchù,动,6246,七-九级
1,抵挡,dǐdǎng,动,6247,七-九级
1,底线,dǐxiàn,名,6248,七-九级
1,抵消,dǐxiāo,动,6249,七-九级
1,抵押,dǐyā,动,6250,七-九级
1,抵御,dǐyù,动,6251,七-九级
1,底蕴,dǐyùn,名,6252,七-九级
1,抵制,dǐzhì,动,6253,七-九级
1,底子,dǐzi,名,6254,七-九级
1,地板,dìbǎn,名,6255,七-九级
1,地步,dìbù,名,6256,七-九级
1,地带,dìdài,名,6257,七-九级
1,地道,dìdào,名,6258,七-九级
1,地段,dìduàn,名,6259,七-九级
1,帝国,dìguó,名,6260,七-九级
1,递交,dìjiāo,动,6261,七-九级
1,地势,dìshì,名,6262,七-九级
1,地毯,dìtǎn,名,6263,七-九级
1,地下水,dìxiàshuǐ,名,6264,七-九级
1,第一手,dìyīshǒu,形,6265,七-九级
1,地狱,dìyù,名,6266,七-九级
1,递增,dìzēng,动,6267,七-九级
1,弟子,dìzǐ,名,6268,七-九级
1,颠簸,diānbǒ,动,6269,七-九级
1,颠倒,diāndǎo,动,6270,七-九级
1,颠倒黑白,diāndǎo-hēibái,,6271,七-九级
1,巅峰,diānfēng,名,6272,七-九级
1,颠覆,diānfù,动,6273,七-九级
1,典范,diǎnfàn,名,6274,七-九级
1,点火,diǎnhuǒ,动,6275,七-九级
1,点评,diǎnpíng,动、名,6276,七-九级
1,点缀,diǎnzhuì,动,6277,七-九级
1,点子,diǎnzi,名,6278,七-九级
1,垫,diàn,动、名,6279,七-九级
1,垫底,diàndǐ,动,6280,七-九级
1,奠定,diàndìng,动,6281,七-九级
1,淀粉,diànfěn,名,6282,七-九级
1,惦记,diànjì,动,6283,七-九级
1,电台,diàntái,名,6284,七-九级
1,殿堂,diàntáng,名,6285,七-九级
1,电网,diànwǎng,名,6286,七-九级
1,电线,diànxiàn,名,6287,七-九级
1,电信,diànxìn,名,6288,七-九级
1,电讯,diànxùn,名,6289,七-九级
1,垫子,diànzi,名,6290,七-九级
1,叼,diāo,动,6291,七-九级
1,雕,diāo,动,6292,七-九级
1,雕刻,diāokè,动、名,6293,七-九级
1,刁难,diāonàn,动,6294,七-九级
1,雕塑,diāosù,动、名,6295,七-九级
1,雕像,diāoxiàng,名,6296,七-九级
1,凋谢,diāoxiè,动,6297,七-九级
1,调2,diào,名,6298,七-九级
1,调度,diàodù,动、名,6299,七-九级
1,掉队,diàoduì,动,6300,七-九级
1,掉头,diàotóu,动,6301,七-九级
1,吊销,diàoxiāo,动,6302,七-九级
1,爹,diē,名,6303,七-九级
1,跌幅,diēfú,名,6304,七-九级
1,叠,dié,动,6305,七-九级
1,碟,dié,名,6306,七-九级
1,迭起,diéqǐ,动,6307,七-九级
1,丁,dīng,名,6308,七-九级
1,盯,dīng,动,6309,七-九级
1,叮嘱,dīngzhǔ,动,6310,七-九级
1,钉子,dīngzi,名,6311,七-九级
1,顶多,dǐngduō,副,6312,七-九级
1,顶级,dǐngjí,形,6313,七-九级
1,顶尖,dǐngjiān,名、形,6314,七-九级
1,钉,dìng,动,6315,七-九级
1,订购,dìnggòu,动,6316,七-九级
1,定金,dìngjīn,名,6317,七-九级
1,定居,dìngjū,动,6318,七-九级
1,订立,dìnglì,动,6319,七-九级
1,定律,dìnglǜ,名,6320,七-九级
1,定论,dìnglùn,名,6321,七-九级
1,定向,dìngxiàng,动,6322,七-九级
1,定心丸,dìngxīnwán,名,6323,七-九级
1,订阅,dìngyuè,动,6324,七-九级
1,定做,dìngzuò,动,6325,七-九级
1,丢脸,diūliǎn,动,6326,七-九级
1,丢弃,diūqì,动,6327,七-九级
1,丢人,diūrén,动,6328,七-九级
1,丢三落四,diūsān-làsì,,6329,七-九级
